LEARNING RATE VARIATION
=======================

Learning rate = 1e-2
--------------------
Step	NTK metric	Parameter perturbation L2 norm
34	0.00020225469433121968	0.00020216399204283194
35	0.0002103725391399908	0.00021027423852459278
36	0.00021152208255991985	0.00021141918293315079
37	0.00021181535940205471	0.00021170843607719357
38	0.00020492219174191096	0.00020481494772829867
39	0.00020680593500409732	0.00020669406358520025
40	0.00020717661399594878	0.00020706237033155572
41	0.00020679053616527626	0.0002066720346957153
42	0.00020001462024327404	0.00019989749811244912
43	0.00020774932160937218	0.00020762362972173105
44	0.00019505853418469535	0.00019493934374810744
45	0.00020096988102253667	0.00020084299181310862
46	0.0001967017596072093	0.00019657611262903529
47	0.00019423803257875117	0.00019411070532585322
48	0.00019435666554110741	0.00019422710428176464
49	0.00019995534959358784	0.0001998155673367908

Learning rate = 1e-4
--------------------
Step	NTK metric	Parameter perturbation L2 norm
0	2.3894003891178633e-06	2.3895259328658602e-06
1	2.3827423667555888e-06	2.3828694909196107e-06
2	2.4209946608629723e-06	2.4211196953466427e-06
3	2.4281875918424508e-06	2.428317225215255e-06
4	2.3163348206773975e-06	2.3164532133613415e-06
5	2.3882711575332203e-06	2.3883950012278068e-06
6	2.4187989937996445e-06	2.4189276686148085e-06
7	2.3932066810909038e-06	2.3933291572906244e-06
8	2.4174829295149833e-06	2.4176047672768845e-06
9	2.3077546943620011e-06	2.3078697300307512e-06
10	2.3819141713666338e-06	2.3820333542093648e-06
11	2.3357938781177725e-06	2.3359099678324871e-06
12	2.2794576187182502e-06	2.279571061752461e-06
13	2.3910093693239995e-06	2.3911314794588685e-06
14	2.4078406968462633e-06	2.4079621235415891e-06
15	2.3781585552066083e-06	2.3782753426646747e-06
16	2.3461675235188866e-06	2.3462849103417748e-06
17	2.3390343640689842e-06	2.3391465054645872e-06
18	2.3345364778236666e-06	2.3346495619367542e-06
19	2.3995007989198776e-06	2.3996148930162766e-06
20	2.3756563381772766e-06	2.3757696256556717e-06
21	2.3951825199670962e-06	2.395299093364262e-06
22	2.2821953716778523e-06	2.2823038491290082e-06
23	2.2630775326065952e-06	2.2631816450585495e-06
24	2.4374041555333128e-06	2.4375204675279736e-06
25	2.1947596783127637e-06	2.1948592745717619e-06
26	2.4316809911793018e-06	2.4317978997496833e-06
27	2.3667712589354239e-06	2.3668828659583315e-06
28	2.3370440952132238e-06	2.3371554669764306e-06
29	2.310112813827607e-06	2.3102205954900668e-06
30	2.3566945191900178e-06	2.3568017599326038e-06
31	2.4064283442660482e-06	2.4065383364039317e-06
32	2.3509300163431935e-06	2.351037090950925e-06
33	2.3582770690574776e-06	2.3583862163239449e-06
34	2.4243419455521298e-06	2.4244529800981317e-06
35	2.3361128213407196e-06	2.3362183013988602e-06
36	2.4003688125421247e-06	2.4004788825842092e-06
37	2.3653453843022958e-06	2.3654530267951091e-06
38	2.3481651185418848e-06	2.3482707499815961e-06
39	2.4048241006204474e-06	2.404932107608972e-06
40	2.3170826409757103e-06	2.3171810956465815e-06
41	2.371040650180671e-06	2.371141791150188e-06
42	2.3907855703443096e-06	2.3908914874002319e-06
43	2.3414594179592809e-06	2.3415594141594854e-06
44	2.4109928198553023e-06	2.4110964908891041e-06
45	2.3226061339234477e-06	2.322705940257715e-06
46	2.3090266542606233e-06	2.3091279196724902e-06
47	2.4016493513518304e-06	2.4017524305432556e-06
48	2.3971378674652232e-06	2.3972378703831109e-06
49	2.4188083255656e-06	2.4189096852057309e-06

Learning rate = 5e-5
--------------------
Step	NTK metric	Parameter perturbation L2 norm
0	5.8783450127495093e-07	5.8783499284800099e-07
1	5.8781180711049414e-07	5.878121688367777e-07
2	5.9691066965202109e-07	5.9691060957076108e-07
3	5.9182854976197867e-07	5.9182845099590361e-07
4	5.9484770523677307e-07	5.9484736844416459e-07
5	6.0289701263064551e-07	6.0289675512396344e-07
6	6.1509291510255205e-07	6.1509261870574262e-07
7	5.946678282412826e-07	5.9466773095109406e-07
8	5.9417339075063488e-07	5.9417343413811057e-07
9	6.0031629510196765e-07	6.0031644716942368e-07
10	5.7757562330497037e-07	5.7757516520471516e-07
11	6.0536270597279e-07	6.0536244900239404e-07
12	6.0363852122000813e-07	6.0363825339739481e-07
13	5.796248200504665e-07	5.7962452991300598e-07
14	6.059185881871248e-07	6.0591823104844113e-07
15	5.9637588269146083e-07	5.963759532387765e-07
16	6.0787738682503429e-07	6.0787680562809893e-07
17	5.7081761475659212e-07	5.7081725871247449e-07
18	5.9903605874822279e-07	5.9903553323461049e-07
19	5.6120473741841432e-07	5.6120441462997032e-07
20	6.3041612463422531e-07	6.3041563002897264e-07
21	6.1739612174939421e-07	6.1739562823357381e-07
22	5.9500557633432149e-07	5.9500496222802076e-07
23	5.9397294357679444e-07	5.939724281253616e-07
24	5.9764550265461046e-07	5.976446722715657e-07
25	6.1675403365719209e-07	6.1675323749224785e-07
26	5.9603557518118932e-07	5.9603481458577195e-07
27	6.1624130970573795e-07	6.1624048063928204e-07
28	5.9999016847479764e-07	5.9998918046363979e-07
29	5.802792465698668e-07	5.8027863116423637e-07
30	5.7397561370925984e-07	5.7397469013176086e-07
31	5.8909791556557603e-07	5.8909713755953873e-07
32	5.9826317990463151e-07	5.9826182512312456e-07
33	6.1964776933615267e-07	6.1964668105330315e-07
34	6.1450792789520865e-07	6.1450706236787445e-07
35	6.0826160846939075e-07	6.082605402444667e-07
36	6.1768080281805728e-07	6.1767950367752991e-07
37	6.0121728143872301e-07	6.0121643036026042e-07
38	5.8212315477637974e-07	5.8212230042082662e-07
39	5.729595374492175e-07	5.7295819738386457e-07
40	5.864120423861626e-07	5.8641050757562105e-07
41	5.9334558668103077e-07	5.9334459806789371e-07
42	5.8937424706194711e-07	5.8937295571970554e-07
43	5.9751726296713495e-07	5.9751598279447006e-07
44	5.873036259154947e-07	5.8730220535490038e-07
45	5.8363429525980227e-07	5.8363299404472763e-07
46	5.9798283124847723e-07	5.9798146787115098e-07
47	6.0778994018377011e-07	6.077885040840615e-07
48	6.0464902239447865e-07	6.046477323555887e-07
49	6.1570466804174356e-07	6.1570329081789963e-07
